,ShannonRadii,AtomicVolum wmean,density,HeatFusion wmean,metalloid,VegardVolume,BulkModulus wstd,NfValenc wstd,energysStab,SpaceGroupNumber wstd,q6,HeatCapacityMass wstd,n_ws^third wmean,sq_pyr
"mp-300774465, Mn(SO4)2, LiMn(SO4)2, mp-771564, mp-774465",0.542177256,4509.215852,2.834463498,0.548848485,0,1.283212624,4.846431383,0,0.032400837,4.546060566,0.255977121,0.27631874,0.048787879,0.29647272
"mp-300774516, Mg3Si16(Cu3O16)3, Li8Mg3Si16(Cu3O16)3, mp-766403, mp-774516",0.525197677,2937.242968,3.54446687,3.163684211,1,0.886348011,9.123932104,0,0.074251429,16.58037372,0.3077967,0.22136459,0.134013158,0.369863793
"mp-300774552, Y2Ti2S2O5, Li2Y14Ti14(S2O5)7, mp-25305, mp-774554",0.628969569,2116.286772,4.1689395,1.264136364,0,7.909064851,7.895949113,0,0.071153345,13.3410446,0.262326335,0.142990861,0.124090909,0.530728193
"mp-300774711, Ba14Y7(Cu10O21)2, Ba14LiY7(Cu10O21)2, mp-774710, mp-774711",0.496580509,2356.17332,5.849865347,1.3875,0,0.844015569,13.92866689,0,0.015560639,18.80054758,0.294593244,0.181029305,0.148222892,0.98882241
"mp-300774722, La20Cu9O40, LiLa20Cu9O40, mp-849992, mp-774722",0.486870388,3596.835599,6.957906581,1.232850242,0,0.910479134,7.470292475,0,0.061606547,20.14443517,0.264906143,0.225725208,0.177922705,0.980418235
"mp-300774793, La8Cu3O16, LiLa8Cu3O16, mp-776310, mp-774793",0.480820866,3676.67765,6.915601219,1.159506173,0,1.233563169,6.355231317,0,0.073017596,20.84928242,0.268127173,0.232823435,0.170987654,0.928527808
"mp-300774859, NbPO5, LiNbPO5, mp-772125, mp-774859",0.54778373,4428.914385,3.580413538,2.363809524,0,0.831100434,11.09656644,0,0.022054593,13.7563838,0.281997739,0.275860567,0.156666667,0.244077006
"mp-300774863, Ni9S10, LiNi9S10, mp-767469, mp-774863",0.40491602,9.74044784,5.419283949,4.592894737,0,0.921453819,40.60526316,0,0.088725901,34.86842105,0.281120051,0.081157895,0.414473684,0.491900837
"mp-300774883, Fe3(SnS4)2, LiFe3(SnS4)2, mp-754767, mp-774883",0.641012428,7.861487995,4.246809845,1.782,0,1.176021979,15.36875079,0,0.16838825,13.00983293,0.292244397,0.17499514,0.19974359,0.532253105
"mp-300775013, Mn3Fe3(SbO8)2, Li4Mn3Fe3(SbO8)2, mp-775891, mp-775013",0.460106276,3100.078205,4.874197857,1.283958333,1,0.966265036,8.570251965,0,0.085599021,8.742481889,0.314976729,0.246336763,0.131875,0.964153388
"mp-300775092, Cr3Sn3(SbO8)2, Li4Cr3Sn3(SbO8)2, mp-771431, mp-775092",0.494021165,3100.549132,5.431623977,1.328645833,1,0.965326757,7.556816046,0,0.117474411,7.525910106,0.294385676,0.250717447,0.1190625,0.801335237
"mp-300775097, CoO2, Li(CoO2)2, mp-32686, mp-764935",0.437803055,6199.231699,4.509753255,2.773333333,0,1.11390683,30,0,0.020683719,28.33333333,0.325053754,0.235833333,0.291666667,0.912872344
"mp-300775129, Cr3(FeO6)2, Li2Cr3(FeO6)2, mp-776667, mp-775129",0.592258949,4375.807834,3.067436491,1.828627451,0,0.802770177,11.85585605,0,0,13.09307761,0.259777197,0.274555379,0.171176471,0.216081841
"mp-300775136, Cr3Co3(TeO8)2, Li4Cr3Co3(TeO8)2, mp-761712, mp-775136",0.377218312,3100.128484,5.236994614,1.56125,1,0.972287338,9.507740816,0,0.069591633,8.363662257,0.314901213,0.247355753,0.10875,1.008291095
"mp-300775171, Mn2CrNi3(PO4)6, Li4Mn2CrNi3(PO4)6, mp-764646, mp-775171",0.541769562,2480.285327,3.351607961,1.198777778,0,1.136797695,5.222647737,0,0.084794765,6.122479325,0.239340934,0.228013416,0.111666667,0.111764278
"mp-300775180, Co3WO8, Li2Co3WO8, mp-765823, mp-775180",0.441432992,4132.956212,6.093357098,2.851944444,0,0.971055547,18.43825197,0.549971941,0.149204281,17.08940723,0.32853879,0.263919101,0.196111111,1.02594935
"mp-300775189, MnFe(PO4)2, Li2MnFe(PO4)2, mp-767833, mp-775189",0.527268222,3100.374909,3.438317514,1.365833333,0,0.810629933,5.810670262,0,0.013957386,7.709234182,0.256498745,0.238163536,0.139166667,0.604618167
"mp-300775195, Mn11Fe(PO4)12, Li12Mn11Fe(PO4)12, mp-850500, mp-775195",0.522493172,3100.382467,3.40686181,1.350208333,0,0.816386614,7.385321168,0,0.005669666,12.9861074,0.234905081,0.238974772,0.136388889,0.579350089
"mp-300775229, MnV4O12, Li3MnV4O12, mp-766904, mp-775229",0.592285248,4375.959967,3.048419681,1.991176471,0,0.908673121,16.3393464,0,0.060748271,20.47038164,0.301823418,0.274014608,0.160196078,0.419716287
"mp-300775260, CoCu3(PO4)4, Li4CoCu3(PO4)4, mp-775137, mp-761537",0.554431498,3100.359342,3.406808654,1.402916667,0,0.84388135,6.81641707,0,0.016796299,10.30141976,0.243351679,0.240443642,0.132916667,0.374225966
"mp-300775271, Cr3WO8, Li2Cr3WO8, mp-773181, mp-775271",0.464373907,4133.047636,5.442100737,3.251944444,0,0.967558921,16.55984285,0.549971941,0.0949201,21.09527915,0.319712313,0.262721362,0.194444444,0.79181187
"mp-300775291, Mn2Cr3O12, Li2Mn2Cr3O12, mp-764449, mp-775291",0.583536399,4375.824906,3.07091144,1.793333333,0,0.803476851,11.52701055,0,0.016259443,13.05001764,0.263586651,0.27367116,0.164901961,0.223513344
"mp-300775304, Na9Fe10(SiO3)20, Na9LiFe10(SiO3)20, mp-775293, mp-775304",0.483796143,2819.204233,3.405847047,2.977020202,1,0.822265382,9.264636563,0,0.013753249,13.85808407,0.311919391,0.200658354,0.139090909,0.551835734
"mp-300775323, Mn3CuNi2(PO4)6, Li4Mn3CuNi2(PO4)6, mp-773677, mp-775323",0.515989037,2480.29093,3.53547079,1.132277778,0,1.137801953,4.151096836,0,0.044122689,5.973692326,0.252851305,0.228165257,0.109444444,0.084979615
"mp-300775342, VFeO4, LiVFeO4, mp-18949, mp-775342",0.545108138,4133.022829,3.769746584,2.010555556,0,0.935246168,12.98146827,0,0.014605323,14.22070304,0.301622264,0.251666164,0.189444444,0.842285799
"mp-300775390, Mn2Ni(PO4)3, Li2Mn2Ni(PO4)3, mp-763518, mp-775390",0.517963604,3100.36632,3.473130429,1.410555556,0,1.130743883,5.540726737,0,0.035498592,8.61257828,0.244178765,0.238279259,0.137777778,0.079568224
"mp-300775429, Ba4Bi3O11, Ba4LiBi3O11, mp-755667, mp-775429",0.517606865,3794.083265,6.502178168,1.189222222,0,0.835612378,2.119923129,1.099943882,0.049879991,21.89787996,0.328497009,0.249189253,0.124444444,0.843560245
"mp-300775443, Mn3Fe2Sb3O16, Li4Mn3Fe2Sb3O16, mp-771758, mp-775443",0.475209418,3100.270019,5.112325558,1.34625,1,0.963418934,6.267579444,0,0.099314098,6.888646494,0.328704844,0.247528297,0.1265625,0.887797864
"mp-300775451, V2Cr3Sb3O16, Li4V2Cr3Sb3O16, mp-773383, mp-775451",0.472079644,3100.309349,5.003725843,1.759270833,1,0.967896839,7.634983219,0,0.110463161,7.359645917,0.312043244,0.247517526,0.127604167,0.984072721
"mp-300775471, V4FeO12, Li3V4FeO12, mp-763248, mp-775471",0.614426887,4375.951431,2.901977278,2.008823529,0,0.905573614,15.92224475,0,0.095288547,20.33152752,0.306326569,0.274521105,0.163333333,0.344067298
"mp-300775506, Mn3Sn3(TeO8)2, Li4Mn3Sn3(TeO8)2, mp-772482, mp-775506",0.302848978,3100.631318,5.341511129,1.025625,1,0.958439488,5.374515482,0,0.060707197,7.08899896,0.247167225,0.250332474,0.0890625,0.607153759
"mp-300775511, K(WO3)6, KLi(WO3)6, mp-34278, mp-775511",0.528308981,4464.407324,6.278838346,4.268733333,0,0.953657023,35.04330583,1.58391919,0,21.71392999,0.262425299,0.29697597,0.153466667,0.479089789
"mp-300775538, Mn5FeO12, Li3Mn5FeO12, mp-777021, mp-775538",0.469420871,4132.948276,4.05801771,1.5,0,0.879377701,14.02770138,0,0.072236909,23.6097821,0.364318455,0.255105647,0.181851852,0.832970681
"mp-300775553, V3CuO8, Li2V3CuO8, mp-775644, mp-775553",0.496226286,4133.081721,4.038498605,2.218333333,0,0.817532993,16.79579606,0,0.083967632,21.14335987,0.315393325,0.254795873,0.1775,0.438678931
"mp-300775610, Mn3Cr3(TeO8)2, Li4Mn3Cr3(TeO8)2, mp-772458, mp-775610",0.311274141,3100.16651,4.873679608,1.4584375,1,0.968558575,7.841612425,0,0.064738597,8.940413278,0.309974222,0.246408309,0.104375,0.882100909
"mp-300775640, Ni5Te(PO4)6, Li4Ni5Te(PO4)6, mp-850365, mp-775640",0.522049545,3100.490832,3.688853867,1.536805556,1,1.161572227,10.32684188,0,0.080754792,12.02881018,0.249441528,0.240734981,0.129513889,0.143397856
"mp-300775647, Mn3SnO8, Li2Mn3SnO8, mp-770865, mp-775647",0.494908756,4133.366173,4.53509814,1.323333333,0,0.815648581,13.1517731,0,0.088732848,20.97452158,0.337709808,0.259106427,0.168611111,0.561934783
"mp-300775648, MnV4CuO12, Li2MnV4CuO12, mp-771461, mp-775648",0.613227134,3099.802614,3.210033512,1.599305556,0,0.891371592,13.63942633,0,0.02192764,17.42499358,0.307505542,0.244849938,0.133888889,0.407127467
"mp-300775651, Mn3CoO8, Li2Mn3CoO8, mp-771811, mp-775651",0.443788729,4132.922536,4.287238744,1.574722222,0,1.181822678,12.24744871,0,0.045784375,20.15522326,0.363390925,0.254364425,0.182777778,0.778409222
"mp-300775677, Fe5P6WO24, Li4Fe5P6WO24, mp-851003, mp-775677",0.558089411,3100.394183,3.75596001,1.651944444,0,1.158855476,9.28778361,0.168393829,0.014930369,11.99589211,0.248872026,0.241031988,0.142777778,0.079302815
"mp-300775679, Mn3CrO8, Li2Mn3CrO8, mp-773946, mp-775679",0.455511206,4132.953011,4.076822667,1.708055556,0,0.817784565,12.27262335,0,0.074197071,19.71631367,0.371777928,0.253691599,0.182222222,0.823748593
"mp-300775700, Ti3Nb2V3O16, Li4Ti3Nb2V3O16, mp-770898, mp-775700",0.454173073,3100.05836,4.146670022,1.775729167,0,0.970546208,7.344304057,0,0.09222081,7.702158281,0.326333444,0.244125427,0.132916667,0.947569113
"mp-300775737, Ni9O10, LiNi9O10, mp-656884, mp-775737",0.420512912,4895.274822,6.286449599,4.197894737,0,0.941094917,42.63157895,0,0.053622068,50.13157895,0.171281471,0.136421053,0.414473684,0.620381112
"mp-300775796, Ti3NbO8, Li2Ti3NbO8, mp-776082, mp-775796",0.436309353,4133.569123,4.165411614,2.061388889,0,0.967066291,11.22854607,0,0.097378941,17.08940723,0.330290507,0.256303968,0.172222222,0.964048046
"mp-300775867, SbPO5, LiSbPO5, mp-9750, mp-775867",0.518903835,4429.494828,4.273777524,1.877619048,1,0.968852793,2.540376889,0,0,9.700270001,0.313196333,0.278180735,0.138571429,0.526757441
"mp-300775900, NaCu(PO3)3, NaLiCu(PO3)3, mp-761042, mp-775900",0.528770922,2990.458663,3.130248449,1.317857143,0,0.81188934,4.02345919,0,0.011154311,6.596033131,0.269930993,0.220559415,0.129285714,0.351988125
"mp-300775936, Na3CuPCO7, Na3LiCuPCO7, mp-767526, mp-775936",0.49166342,2004.808682,3.09495567,2.444307692,0,0.842003503,3.912281981,0,0.011123216,18.30436945,0.25101004,0.180194022,0.113076923,0.313263245
"mp-300776051, Mn2Fe(PO4)3, Li2Mn2Fe(PO4)3, mp-776759, mp-776051",0.5330783,3100.377932,3.363303918,1.359583333,0,1.107761005,5.452286727,0,0.08764843,8.621264176,0.251482409,0.238226869,0.138055556,0.122664695
"mp-300776113, TiMn7(PO4)12, Li8TiMn7(PO4)12, mp-778073, mp-776113",0.525661581,3282.599848,3.06033542,1.241029412,0,0.806764566,4.890910953,0,0.06438631,8.511189809,0.245902447,0.256957219,0.119816176,0.23483695
"mp-300776140, MnV5O12, Li2MnV5O12, mp-776190, mp-776140",0.602997963,4133.107467,3.196239404,2.278703704,0,0.904108648,19.57014046,0,0.058266773,25.31362944,0.305508471,0.254153134,0.181666667,0.416234449
"mp-300776170, TiO2, LiTi2O4, mp-756587, mp-776170",0.418554377,6200.338442,3.819765356,2.431666667,0,0.968705824,18.33333333,0,0.11145534,28.33333333,0.330177282,0.218666667,0.253333333,0.935625912
"mp-300776203, V3NiO8, Li2V3NiO8, mp-776184, mp-776203",0.494425451,4133.057036,3.981948551,2.326111111,0,1.558512994,16.49915823,0,0.049643463,21.14335987,0.269786523,0.253365705,0.185277778,0.685237504
"mp-300776322, V5CoO12, Li2V5CoO12, mp-761587, mp-776322",0.590473299,4133.084932,3.323333289,2.33962963,0,0.903359281,19.03718115,0,0.058888687,25.58574438,0.304321654,0.255134276,0.184259259,0.369681672
"mp-300776357, SbP(OF3)2, Li2SbP(OF3)2, mp-554701, mp-776357",0.615782183,3721.311282,3.134458961,1.0075,1,0.867767574,1.719556629,0,0,6.394333429,0.297619109,0.183093951,0.07275,0.526834445
"mp-300776365, Mn21O40, Li9Mn21O40, mp-849596, mp-776365",0.472992762,6097.904537,4.119366432,2.294344262,0,0.83882846,20.6557377,0,0.043352673,33.41803279,0.356830162,0.218532787,0.277131148,0.752213739
"mp-300776371, Nb2(PO4)3, LiNb2(PO4)3, mp-17242, mp-26533",0.602047769,4377.000248,3.063446594,2.318823529,0,1.19901817,9.005487669,0,0,11.12551162,0.216029214,0.269535182,0.161372549,0.139921032
"mp-300776424, Na2CuP2O7, Na2LiCuP2O7, mp-556822, mp-776424",0.549479573,2714.427396,2.974409875,1.19625,0,0.82241885,4.681054828,0,0.00840003,14.3644738,0.240799865,0.189352308,0.133541667,0.323585529
"mp-300776432, Na2CuPCO7, Na2LiCuPCO7, mp-767534, mp-776432",0.538976022,2171.218766,2.919135598,2.604666667,0,0.842139286,4.287975435,0,0,12.88901341,0.3013518,0.188107069,0.108833333,0.297364864
"mp-300776487, V5CuO12, Li2V5CuO12, mp-777235, mp-776487",0.591359169,4133.100378,3.35160778,2.291481481,0,0.900566771,19.37996363,0,0.031634124,25.22166476,0.306253928,0.255745905,0.179074074,0.394010441
"mp-300776566, Mn3NbCr2(PO4)6, Li4Mn3NbCr2(PO4)6, mp-775967, mp-776566",0.544866732,2480.338016,3.366802575,1.2625,0,1.112538299,3.877857369,0,0.094187026,5.989770086,0.237304958,0.228580535,0.110166667,0.197342072
"mp-300776625, Ti2(PO4)3, LiTi2(PO4)3, mp-774537, mp-18640",0.549956701,4376.985902,2.719816903,1.697254902,0,1.143109228,5.698364429,0,0.014890124,9.290559425,0.232250743,0.260712644,0.156666667,0.194280039
"mp-300776654, V5O12, Li3V5O12, mp-774289, mp-762254",0.480311746,6563.987956,3.607759834,3.239411765,0,0.935109564,23.52941176,0,0.099471827,29.44117647,0.295109079,0.252088235,0.241176471,0.806221879
"mp-300776665, MnP2O7, LiMnP2O7, mp-771388, mp-777093",0.529469289,4340.46737,3.063214319,1.717666667,0,0.831838962,5.216214038,0,0.006341041,8.784961898,0.247583959,0.259017018,0.163666667,0.199325474
"mp-300776668, Mn7Fe(PO4)12, Li8Mn7Fe(PO4)12, mp-778021, mp-776668",0.530224181,3282.578308,3.064621357,1.239779412,0,0.806668438,4.798508229,0,0.07365314,8.428273342,0.244423717,0.257174842,0.120735294,0.249565876
"mp-300776672, NbV3O8, Li2NbV3O8, mp-776485, mp-776672",0.541914988,4133.253171,4.045337993,2.673888889,0,1.561298821,16.55984285,0,0.020501223,21.09527915,0.285393695,0.257744511,0.182222222,0.775065985
"mp-300776741, Mn3SbO8, Li2Mn3SbO8, mp-774390, mp-776741",0.498167922,4133.455746,4.468556337,1.674444444,1,0.814998607,13.39361374,0,0.095669178,20.56587579,0.333119529,0.259603089,0.169166667,0.774330327
"mp-300776744, Mn3Cr3(SbO8)2, Li4Mn3Cr3(SbO8)2, mp-780598, mp-776744",0.439758413,3100.088067,4.892608088,1.508645833,1,0.968317355,8.165284747,0,0.064186831,8.742481889,0.318506621,0.246336763,0.130625,1.000291038
"mp-300776756, TiMn2Ni3(PO4)6, Li4TiMn2Ni3(PO4)6, mp-776680, mp-776756",0.548623061,2480.316124,3.324023615,1.160722222,0,1.130138984,5.312296474,0,0.087299111,6.22102171,0.241253738,0.227739246,0.1105,0.106945593
"mp-300776761, Cr(SO4)2, LiCr(SO4)2, mp-765763, mp-776761",0.556498092,4509.212223,2.691486689,0.794,0,1.264109759,6.55178706,0,0.056701081,5.029390206,0.268054252,0.277098468,0.052424242,0.213247064
"mp-300776804, NiSn3(PO4)4, Li4NiSn3(PO4)4, mp-771749, mp-776804",0.578737506,3100.8318,4.063019014,1.2146875,0,0.841061322,3.294763838,0,0.106488396,6.134558868,0.247321071,0.243546422,0.125729167,0.338219806
"mp-300776805, Mn3Cr3(SnO8)2, Li4Mn3Cr3(SnO8)2, mp-771095, mp-776805",0.457402177,3100.020887,4.804338894,1.2453125,0,0.96834463,7.932330994,0,0.082070428,9.11257716,0.335457703,0.246051694,0.130208333,0.852111476
"mp-300776829, Mn7Cr(PO4)12, Li8Mn7Cr(PO4)12, mp-778074, mp-776829",0.525077428,3282.579468,3.083051742,1.266213235,0,0.806893556,4.811925605,0,0.067345092,8.428273342,0.245246516,0.257174842,0.120588235,0.233226555
"mp-300776839, Mn3Sn(PO4)6, Li6Mn3Sn(PO4)6, mp-778517, mp-776839",0.551173481,3282.688394,3.156368148,1.194117647,0,1.162484692,4.12698521,0,0.063707253,7.032026341,0.240536572,0.258275863,0.117426471,0.187990488
"mp-300776857, Ti3Nb2Cr3O16, Li4Ti3Nb2Cr3O16, mp-777531, mp-776857",0.446844501,3100.003611,4.249642606,1.760104167,0,0.964923596,7.344304057,0,0.096297947,7.702158281,0.327968636,0.244794898,0.135729167,0.933369184
"mp-300776880, Fe2Ni(PO4)3, Li2Fe2Ni(PO4)3, mp-774420, mp-776880",0.541366764,3100.354227,3.408354649,1.435555556,0,1.125346715,7.486446086,0,0.033845429,9.115545584,0.239336691,0.238812147,0.142222222,0.090282658
"mp-300776893, V4O5F7, LiV4O5F7, mp-778714, mp-776893",0.541910218,4650.575529,3.290341646,1.851770833,0,0.856242672,18.85618083,0,0.010999667,24.58405719,0.267492618,0.099602038,0.136666667,0.327028398
"mp-300777013, Ni(SO4)2, LiNi(SO4)2, mp-772423, mp-777013",0.55724725,4509.177324,2.775748815,0.687333333,0,1.282944205,7.405996131,0,0.052495256,4.86757605,0.275410703,0.277228789,0.053030303,0.332073162
"mp-300777017, Mn7Ni(PO4)12, Li8Mn7Ni(PO4)12, mp-776812, mp-777017",0.529369075,3282.575234,3.074624579,1.253272059,0,0.806713054,4.785900573,0,0.08642679,8.437492791,0.244755961,0.257189375,0.120661765,0.246154673
"mp-300777022, Mn3Cr3(WO8)2, Li4Mn3Cr3(WO8)2, mp-778921, mp-777022",0.463820616,3099.789469,5.530569402,2.186145833,0,0.969125308,9.581068573,0.505181486,0.084302047,8.185193696,0.311836881,0.247421594,0.142083333,0.777140783
"mp-300777041, Mn3Co3(SnO8)2, Li4Mn3Co3(SnO8)2, mp-770554, mp-777041",0.437856155,3099.986603,5.175097689,1.0953125,0,0.972189284,8.75476061,0,0.056795238,8.080829455,0.338118433,0.246520365,0.130833333,0.817755076
"mp-300777057, CoPO4, LiCoPO4, mp-777025, mp-777057",0.496503752,4133.777703,3.751843899,1.978888889,0,0.846652402,13.73042939,0,0.015296211,13.64180213,0.301417807,0.242908775,0.188888889,0.448987519
"mp-300777058, V6O7F5, LiV6O7F5, mp-779962, mp-777058",0.473715138,4134.009118,4.154499276,2.441018519,0,0.956886666,25.14157444,0,0.037946398,33.9024563,0.321220138,0.080546607,0.182222222,1.360979085
"mp-300777066, MnP2O7, LiMnP2O7, mp-770558, mp-778319",0.518227159,4340.46737,3.136402002,1.717666667,0,0.829464441,5.216214038,0,0.006058237,8.784961898,0.283057943,0.259017018,0.163666667,0.244390654
"mp-300777067, MnP2O7, LiMnP2O7, mp-770531, mp-540221",0.517539592,4340.46737,3.140878152,1.717666667,0,0.883210168,5.216214038,0,0.000863304,8.784961898,0.267413,0.259017018,0.163666667,0.267911728
"mp-300777069, Mn2PO5, LiMn2PO5, mp-770538, mp-777069",0.551268512,3875.567723,3.644385271,1.894166667,0,0.829365042,13.82944222,0,0.005339989,23.93074499,0.259772292,0.219797832,0.202916667,0.595930955
"mp-300777072, VPO5, LiVPO5, mp-767483, mp-777072",0.603747292,4428.716422,2.626326745,1.959047619,0,0.817266877,10.42433051,0,0.003679277,13.7563838,0.261472147,0.267246996,0.156666667,0.193845983
"mp-300777077, V4OF11, LiV4OF11, mp-782703, mp-777077",0.552417472,4651.359812,3.27185949,1.8546875,0,0.855371386,18.85618083,0,0.001407514,24.69102471,0.279700301,0.226268055,0.136666667,0.544400538
"mp-300777081, V4O5F7, LiV4O5F7, mp-763945, mp-777081",0.565728368,4650.575529,3.311424777,1.851770833,0,0.856997633,18.85618083,0,0.046488559,24.58405719,0.275139034,0.099602038,0.136666667,0.343524898
"mp-300777083, V6O7F5, LiV6O7F5, mp-778750, mp-777083",0.485694435,4134.009118,4.140938635,2.441018519,0,0.966670744,25.14157444,0,0.030590098,33.9024563,0.321387264,0.080546607,0.182222222,1.286752937
"mp-300777084, V2OF5, LiV2OF5, mp-781965, mp-777084",0.551165153,4651.163742,3.284676137,1.853958333,0,0.879275222,18.85618083,0,0.00320122,24.63532637,0.278409826,0.186936969,0.136666667,0.570069142
"mp-300777086, V2OF5, LiV2OF5, mp-779365, mp-777086",0.553128244,4651.163742,3.270309787,1.853958333,0,0.959773721,18.85618083,0,0.001402157,24.63532637,0.275666152,0.186936969,0.136666667,0.458406533
"mp-300777147, CrTe(WO6)2, Li4CrTe(WO6)2, mp-775790, mp-777147",0.29219533,3487.25208,6.055693535,2.275625,1,2.156246615,15.17214856,0.757772228,0.088356607,7.934838998,0.273425591,0.289930566,0.08359375,0.487843103
"mp-300777185, V2(PO4)3, LiV2(PO4)3, mp-32469, mp-32419",0.54702657,4376.837219,2.826033736,1.985490196,0,1.129980905,8.453186555,0,0.011197825,11.12551162,0.224627955,0.261876209,0.161372549,0.16193529
"mp-300777213, Fe5Sb(PO4)6, Li4Fe5Sb(PO4)6, mp-772375, mp-777213",0.551009135,3100.493715,3.545856554,1.426111111,1,1.158532265,9.812861222,0,0.019171599,12.20989554,0.245764419,0.240605706,0.138958333,0.104701837
"mp-300777249, V3Cr3(SbO8)2, Li4V3Cr3(SbO8)2, mp-776725, mp-777249",0.458430163,3100.139073,4.68412463,1.777083333,1,0.969880052,9.208521868,0,0.099069853,9.091190218,0.301783396,0.246176909,0.1315625,0.949191796
"mp-300777304, V3CoO8, Li2V3CoO8, mp-776864, mp-777304",0.502743158,4133.058552,3.902098846,2.290555556,0,1.577579538,16.49915823,0,0.040883005,21.55122379,0.271209701,0.25392167,0.185277778,0.656256282
"mp-300777356, Bi2(SO4)3, Li2Bi2(SO4)3, mp-760109, mp-777356",0.632286565,4377.624168,3.938548527,0.588529412,0,1.107602659,1.504934853,0.776430975,0,4.529029778,0.281510051,0.276351002,0.045490196,0.449377758
"mp-300777360, V6O13, Li2V6O13, mp-19457, mp-567438",0.504623691,6362.674541,3.705655385,3.47,0,0.853420799,25.26315789,0,0.023260175,32.05263158,0.282810509,0.236842105,0.258947368,0.661742116
"mp-300777396, Mn3FeO8, Li2Mn3FeO8, mp-771261, mp-777396",0.473506651,4132.944245,4.038431851,1.508333333,0,0.817155726,12.25374722,0,0.09436058,19.71631367,0.366005082,0.253691599,0.183333333,0.783571463
"mp-300777417, Ti5Mn3O16, Li4Ti5Mn3O16, mp-776807, mp-777417",0.423035695,4133.332977,4.064350239,1.569444444,0,0.97081785,9.503491886,0,0.095114308,13.30528009,0.330985226,0.249469002,0.172638889,0.996047689
"mp-300777439, Mn5Fe(PO4)6, Li4Mn5Fe(PO4)6, mp-772374, mp-777439",0.537835866,3100.380956,3.333250534,1.353333333,0,1.14908849,6.492695326,0,0.039583833,11.29624412,0.253725107,0.238638686,0.136944444,0.095809909
"mp-300777465, P3(WO6)2, LiP3(WO6)2, mp-851036, mp-763532",0.596050405,4376.916193,4.355607362,3.19372549,0,1.224056571,16.75361404,0.776430975,0,11.12551162,0.231460673,0.274247798,0.168039216,0.174108813
"mp-300777480, Ti3MnO8, Li2Ti3MnO8, mp-782664, mp-777480",0.399070872,4133.408305,3.982091856,1.586666667,0,0.969411575,11.36515141,0,0.094252357,17.21464887,0.317219308,0.250983956,0.171388889,1.014251751
"mp-300777495, VP2O7, LiVP2O7, mp-25631, mp-18911",0.547242499,4340.521777,2.840421509,2.004,0,0.879059455,7.0811173,0,0.001911545,9.312476696,0.260857621,0.258716735,0.164666667,0.231817352
"mp-300777530, MnPHO5, LiMnPHO5, mp-775096, mp-769993",0.497030662,3488.108269,3.32695247,1.0190625,0,0.985325798,6.321698125,0,0.024000084,11.24943575,0.293163415,0.698962057,0.14875,0.435297739
"mp-300777617, V2OF5, LiV2OF5, mp-779256, mp-777617",0.555605692,4651.163742,3.252179254,1.853958333,0,1.031799763,18.85618083,0,0,24.63532637,0.259931274,0.186936969,0.136666667,0.379019655
"mp-300777630, CrP2O7, LiCrP2O7, mp-31698, mp-19103",0.544478452,4340.463378,2.900938668,1.987333333,0,0.882077206,7.0811173,0,0.021208817,9.312476696,0.268478741,0.259920915,0.167666667,0.23463016
"mp-300777675, V5O12, Li3V5O12, mp-776915, mp-777675",0.599987041,6563.987956,2.930840424,3.239411765,0,0.911343409,23.52941176,0,0.044270689,29.44117647,0.304766777,0.252088235,0.241176471,0.382664099
"mp-300777680, VF5, LiVF5, mp-765782, mp-850149",0.678035941,7751.823978,2.839074126,1.897916667,0,0.863900447,13.33333333,0,0.083998874,12.83333333,0.242147546,0.302583333,0.136666667,0.46985161
"mp-300777682, NbV3O8, Li2NbV3O8, mp-771572, mp-777682",0.457288362,4133.253171,4.23910439,2.673888889,0,0.959235122,16.55984285,0,0.092546548,21.09527915,0.324014427,0.257744511,0.182222222,0.940277854
"mp-300777694, Ti3V5O16, Li4Ti3V5O16, mp-776923, mp-777694",0.419482275,4133.295668,3.960344909,2.131527778,0,0.972075115,13.67755889,0,0.10742724,16.29965112,0.325635895,0.249491239,0.177222222,0.94061099
"mp-300777695, Fe2OF3, LiFe2OF3, mp-778705, mp-777695",0.582020127,4134.476533,3.897829834,1.589166667,0,0.842935114,26.71292284,0,0.095987505,33.81932752,0.301622578,0.12288698,0.196666667,0.811055469
"mp-300777702, MnF3, LiMn2F6, mp-765931, mp-767304",0.763929635,6977.129801,3.388998887,1.709375,0,0.856324544,15,0,0.041778827,21.5,0.27999805,0.249125,0.20125,0.794602403
"mp-300777706, Mn2Fe3Co3O16, Li4Mn2Fe3Co3O16, mp-772328, mp-761441",0.410945039,3099.665622,4.630726477,1.2434375,0,0.972398348,9.158969306,0,0.104212675,7.743633978,0.314631155,0.243620249,0.143541667,1.007762764
"mp-300777767, Cu2(SO4)3, LiCu2(SO4)3, mp-768512, mp-768757",0.516665702,4376.696579,3.29089224,0.686333333,0,0.807381276,7.464673177,0,0.010423464,7.734343489,0.285130058,0.267330126,0.057647059,0.42470346
"mp-300777855, NbFe3Cu2(PO4)6, Li4NbFe3Cu2(PO4)6, mp-776878, mp-777855",0.551872905,2480.327838,3.456739656,1.195277778,0,1.145403514,4.987960814,0,0.053212317,6.271712901,0.25895117,0.229280476,0.109944444,0.081611521
"mp-300778223, Ti3Mn2Cr3O16, Li4Ti3Mn2Cr3O16, mp-776879, mp-778223",0.411943427,3099.882998,4.118903525,1.4040625,0,0.968275078,7.255116729,0,0.101960712,7.743633978,0.29338394,0.24186046,0.135104167,0.922898343
