,ShannonRadii,AtomicVolum wmean,density,HeatFusion wmean,metalloid,VegardVolume,BulkModulus wstd,NfValenc wstd,energysStab,SpaceGroupNumber wstd,q6,HeatCapacityMass wstd,n_ws^third wmean,sq_pyr
"mp-300767327, Mn3Sn(PO4)4, Li4Mn3Sn(PO4)4, mp-775053, mp-767327",0.542493811,3100.537667,3.626397997,1.287083333,0,0.843483967,5.948965538,0,0.018894986,10.09060516,0.251036523,0.240220007,0.131979167,0.57058194
"mp-300767349, VF5, LiVF5, mp-764952, mp-767349",0.80621252,7751.823978,2.374043441,1.897916667,0,0.830959211,13.33333333,0,0.003774483,12.83333333,0.285394714,0.302583333,0.136666667,0.307291557
"mp-300767356, Co(SiO3)2, LiCo(SiO3)2, mvc-12012, mp-767356",0.503752758,4133.489319,3.432352606,4.368148148,1,1.208436907,9.993138936,0,0.191812506,17.70075909,0.307678266,0.244451835,0.175925926,0.54126476
"mp-300767384, Ba2Ti11O24, Ba2LiTi11O24, mp-768357, mp-767384",0.471902481,4022.852883,4.221203263,1.578108108,0,0.859805803,15.2953587,0,0.032024473,22.51457878,0.318667093,0.248513466,0.165225225,0.865268082
"mp-300767433, V2OF5, LiV2OF5, mp-764715, mp-767433",0.503227162,4651.163742,3.635497329,1.853958333,0,0.969396134,18.85618083,0,0.041618421,24.63532637,0.327061982,0.186936969,0.136666667,0.93132717
"mp-300767440, MnFe2(PO4)3, Li2MnFe2(PO4)3, mp-849505, mp-767440",0.550839093,3100.371886,3.315937104,1.372083333,0,1.133623591,7.36644199,0,0.038768407,9.106229637,0.240117815,0.238448965,0.140277778,0.081372181
"mp-300767453, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-767822, mp-767453",0.533467525,3100.370374,3.433084772,1.375208333,0,0.832747707,8.407663295,0,0.016317504,10.44334085,0.25750662,0.238722134,0.140833333,0.562422929
"mp-300767478, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-767591, mp-767478",0.531224616,3100.370374,3.449589726,1.375208333,0,0.823856886,8.407663295,0,0.016547671,10.44334085,0.261925671,0.238722134,0.140833333,0.59668767
"mp-300767488, ZrFe(PO4)3, Li2ZrFe(PO4)3, mp-769438, mp-767488",0.583774,3282.736054,2.966611044,1.368676471,0,0.803497207,4.126749393,0,0.08362738,4.988459866,0.259615222,0.259095387,0.119558824,0.234673835
"mp-300767564, Na5Fe6(SiO3)12, Na5LiFe6(SiO3)12, mp-767634, mp-767564",0.486709247,2838.250637,3.396897919,2.99279661,1,0.974280118,9.337734034,0,0.024465418,14.06446446,0.311106355,0.203112825,0.138644068,0.553172207
"mp-300767570, Mn3Fe(PO4)4, Li4Mn3Fe(PO4)4, mp-767569, mp-767570",0.524436543,3100.379444,3.419099,1.356458333,0,0.922391881,5.820931758,0,0.007921514,9.806504715,0.242632483,0.238389294,0.1375,0.57443996
"mp-300767622, VOF3, LiVOF3, mp-565784, mp-764237",0.831629991,4960.724518,2.686559949,1.499,0,0.8421469,15.08494467,0,0,19.09438545,0.327476844,0.17037535,0.109333333,0.517886609
"mp-300767626, VCrP2(HO5)2, LiVCrP2(HO5)2, mp-766804, mp-765311",0.510800404,2790.50552,3.10651097,1.02375,0,0.977327461,4.701329599,0,0.049578767,7.987392409,0.271949008,0.673875389,0.120875,0.453430975
"mp-300767653, Ni6O7, LiNi6O7, mp-767815, mp-767653",0.417425139,5008.116457,6.148871219,4.093076923,0,0.891456095,41.53846154,0,0.043136066,48.69230769,0.181513925,0.144692308,0.403846154,0.880686826
"mp-300767658, Mn2Co3Te3O16, Li4Mn2Co3Te3O16, mp-769913, mp-767658",0.107735648,3100.358726,5.322418447,1.355,1,0.97122979,8.057108178,0,0.064903351,5.879873865,0.316605329,0.248191118,0.088229167,0.834289327
"mp-300767680, Mn3Fe3(CoO8)2, Li4Mn3Fe3(CoO8)2, mp-770195, mp-767680",0.422533055,3099.678298,4.509257537,1.209166667,0,0.969340564,7.824990016,0,0.12874478,8.423908807,0.304661534,0.243380272,0.142083333,0.933843913
"mp-300767720, V4Si4O13, Li2V4Si4O13, mp-768099, mp-767720",0.547821177,3838.635052,3.512217262,4.598412698,1,0.917083617,12.57078722,0,0.061354275,16.97127536,0.253172303,0.214674277,0.199365079,0.348487357
"mp-300767739, FeNi3(PO4)4, Li4FeNi3(PO4)4, mp-775077, mp-767739",0.512554546,3100.339712,3.634079282,1.499270833,0,0.84731696,8.846369116,0,0.085354709,10.21237165,0.27356431,0.239060288,0.141875,0.745082725
"mp-300767773, V3Fe3(TeO8)2, Li4V3Fe3(TeO8)2, mp-775464, mp-767773",0.506327309,3100.207654,4.22687606,1.5021875,1,0.963201206,9.171400293,0,0.116844779,9.293464886,0.300535622,0.246248633,0.1065625,0.519509241
"mp-300767775, MnCr3(PO4)6, Li6MnCr3(PO4)6, mp-774419, mp-767775",0.553479623,3282.577266,2.852792725,1.414926471,0,1.195673803,5.468275128,0,0.055034169,7.2005082,0.222662184,0.257280735,0.122794118,0.142606219
"mp-300767799, La2Ti2CrO9, LiLa2Ti2CrO9, mp-767602, mp-767799",0.424518048,2990.217881,5.357141088,1.137142857,0,0.828732198,6.145763432,0,0.05302106,8.413784699,0.330257637,0.236799716,0.127321429,0.997578567
"mp-300767906, MnPO4, LiMn2(PO4)2, mp-851051, mp-767906",0.52762598,4133.845305,3.3807938,1.796111111,0,0.955246526,9.027051253,0,0.067200948,15.4062277,0.281710135,0.240285054,0.181111111,0.29427944
"mp-300767974, La4CoO8, LiLa4CoO8, mp-778224, mp-767974",0.455765827,3817.915276,6.808776778,1.096410256,0,0.875288623,5.708685149,0,0.039545065,23.08729112,0.244610155,0.244791779,0.165897436,0.663300735
"mp-300767978, La7(FeO8)2, Li3La7(FeO8)2, mp-770762, mp-767978",0.488794815,3970.152319,5.994795026,0.993866667,0,0.898471085,5.573779886,0,0.11021154,19.95689577,0.295072181,0.255737545,0.157333333,0.550216495
"mp-300767990, V(CO3)2, LiV2(CO3)4, mp-763508, mp-763558",0.565286177,4132.765855,2.518113695,9.541481481,0,0.892557848,7.294698077,0,0.073701298,14.33414679,0.276697745,0.242250259,0.191851852,0.392937529
"mp-300768023, V3Zn2O8, LiV3Zn2O8, mp-776282, mp-768023",0.462724823,3815.628805,4.604979595,2.061435897,0,1.20930124,15.50381175,0,0.046639894,18.5600293,0.325390704,0.226680638,0.193846154,0.735284484
"mp-300768041, MnCr3(PO4)4, Li4MnCr3(PO4)4, mp-775116, mp-768041",0.492685527,3100.380236,3.531055352,1.599895833,0,0.847603353,7.87962827,0,0.032131642,10.44334085,0.27130728,0.238722134,0.139583333,0.750243854
"mp-300768046, VCoO4, LiVCoO4, mp-769665, mp-768046",0.467609551,4132.979412,4.452977889,2.143333333,0,1.194561286,13.42560664,0,0.114585344,13.06465404,0.320566362,0.252793736,0.188333333,1.371551954
"mp-300768062, Co15O28, Li9Co15O28, mp-769432, mp-762878",0.436103473,6055.191379,4.695986181,2.897209302,0,0.9318266,31.39534884,0,0.037797033,29.93023256,0.353365317,0.225453488,0.305232558,0.988204243
"mp-300768754, Bi2(SO4)3, LiBi2(SO4)3, mp-768490, mp-768754",0.613358332,4377.624168,4.14128728,0.588529412,0,0.799511909,1.504934853,0.776430975,0.005179771,4.529029778,0.297537905,0.276351002,0.045490196,0.38010472
"mp-300768755, Sn2(SO4)3, Li2Sn2(SO4)3, mp-768936, mp-768755",0.604013996,4377.290181,3.427058683,0.433392157,0,0.802646479,2.949010482,0,0.007362872,3.315059483,0.283014915,0.272691744,0.048627451,0.338655035
"mp-300768785, Sn2(SO4)3, LiSn2(SO4)3, mp-768950, mp-768785",0.622413103,4377.290181,3.267823712,0.433392157,0,1.095759749,2.949010482,0,0,3.315059483,0.286371943,0.272691744,0.048627451,0.440766985
"mp-300768832, Cu2(SO4)3, Li2Cu2(SO4)3, mp-768507, mp-768832",0.543983966,4376.696579,3.138709846,0.686333333,0,1.108686199,7.464673177,0,0.011872338,7.734343489,0.272072439,0.267330126,0.057647059,0.383418263
"mp-300769153, SbSO4F3, Li2SbSO4F3, mp-769377, mp-769153",0.750964866,3617.527009,2.848141587,0.643222222,1,0.819229676,1.92912017,0,0.051446396,5.478563725,0.226759977,0.153971205,0.035,0.166023637
"mp-300769201, CuHCO4, LiCuHCO4, mp-769935, mp-769201",0.680167817,3321.696273,2.297614982,4.712142857,0,0.940246162,8.208616056,0,0.033550406,9.838167554,0.268546414,0.807562094,0.169285714,0.385669033
"mp-300769374, B5SbO10, Li2B5SbO10, mp-779174, mp-769374",0.602200335,3874.763582,2.786088544,5.687291667,2,0.812261085,46.53407503,0,0.098226605,20.27493321,0.209206416,0.229311657,0.208541667,0.423684466
"mp-300769499, LaVO4, LiLa8V8O32, mp-18989, mp-769499",0.516360963,4134.453567,4.893891635,1.587777778,0,0.863582642,11.62797818,0,0.035700794,13.06465404,0.291481274,0.262393153,0.156666667,0.30164233
"mp-300769505, Mn5Cr3O16, Li7Mn10Cr6O32, mp-771053, mp-769505",0.454886115,4132.951347,4.049996771,1.820416667,0,0.967357786,10.8012345,0,0.095301196,15.22008045,0.371963002,0.252380042,0.183888889,0.800617553
"mp-300769530, Mn2FeO6, Li3Mn4(FeO6)2, mp-761368, mp-769530",0.476559534,4132.940214,4.026657719,1.516666667,0,0.963796063,11.19719738,0,0.105861857,16.46870083,0.35980134,0.252708407,0.184814815,0.770068233
"mp-300769552, MgCr3Se2(SO6)4, LiMgCr3Se2(SO6)4, mp-769544, mp-769552",0.561347509,2626.090099,3.043660667,0.570729412,0,1.112803715,5.393204233,0,0.004934059,6.382111679,0.257256126,0.242994608,0.037411765,0.276944125
"mp-300769563, V3Cr3(TeO8)2, Li4V3Cr3(TeO8)2, mp-763835, mp-769563",0.424225036,3100.217516,4.712848265,1.726875,1,0.964578924,8.855392072,0,0.093609744,9.293464886,0.298132899,0.246248633,0.1053125,0.779250453
"mp-300769566, Fe2Co3O10, Li3Fe2Co3O10, mp-778217, mp-763770",0.455074153,4132.855866,4.339316152,1.742666667,0,0.87517987,14.86066978,0,0.112536904,13.01592567,0.370213145,0.254736502,0.195333333,1.008311799
"mp-300769581, Mn3Cr2Co3O16, Li4Mn3Cr2Co3O16, mp-772635, mp-769581",0.379915876,3099.676732,4.716183644,1.383854167,0,0.975722623,8.108958523,0,0.062391776,7.298530995,0.329976821,0.243500083,0.141041667,0.984560646
"mp-300769585, Mn3Co3(TeO8)2, Li4Mn3Co3(TeO8)2, mp-772448, mp-769585",0.41696239,3100.132226,4.965593957,1.3084375,1,0.966047958,8.662133229,0,0.050001373,7.917893271,0.297327462,0.246874457,0.105,0.786101545
"mp-300769602, VSO4F3, LiV2S2(O4F3)2, mp-768093, mp-769600",0.675082262,3617.072939,2.159247061,0.690722222,0,0.815567196,7.582563555,0,0.065985571,8.471812376,0.269011779,0.145532046,0.045555556,0.195933793
"mp-300769631, Mn3NiO8, Li2Mn3NiO8, mp-773296, mp-769631",0.435001702,4132.92102,4.333137326,1.610277778,0,1.22098206,12.24744871,0,0.073458224,19.76212708,0.368760297,0.253811528,0.182777778,0.845283599
"mp-300769706, FeNi(PO4)2, Li2FeNi(PO4)2, mp-774104, mp-769706",0.517674693,3100.348421,3.606566795,1.461041667,0,0.847102135,6.870326694,0,0.065115099,7.858227288,0.273681125,0.238669855,0.142083333,0.686086268
"mp-300769718, Na5Fe2P2(CO7)2, Na5LiFe2P2(CO7)2, mp-793783, mp-769718",0.523239485,2084.684681,2.899956192,2.52464,0,0.84118412,5.034415954,0,0.086866276,15.63441537,0.269569032,0.182136769,0.11584,0.369082988
"mp-300769723, MnCo(PO4)2, Li2MnCo(PO4)2, mp-775270, mp-769723",0.511204341,3100.358628,3.557330253,1.415625,0,0.846753764,6.090036262,0,0.030142697,7.055921223,0.242460309,0.238574255,0.13875,0.640231649
"mp-300769733, Mn7O12, LiMn7O12, mp-782692, mp-769733",0.421279574,5873.469867,4.770982576,2.447631579,0,1.097639909,22.10526316,0,0.048385769,36.18421053,0.273843846,0.201657895,0.296578947,0.880425394
"mp-300769811, Mn4FeO8, Li3Mn4FeO8, mp-773256, mp-769811",0.496116503,3815.338603,4.345847486,1.723333333,0,1.20331686,15.28600878,0,0.158717954,25.92146638,0.317477823,0.228127757,0.210512821,0.809073753
"mp-300769842, La4FeO8, LiLa4FeO8, mp-770617, mp-769842",0.470990519,3817.935315,6.62450637,1.035128205,0,0.92697586,5.427666725,0,0.077602936,22.6353479,0.242861001,0.244245651,0.166410256,0.684439876
"mp-300769845, La4MnO8, LiLa4MnO8, mp-772243, mp-769845",0.465905272,3817.946477,6.635144596,1.012051282,0,0.930798676,4.213874581,0,0.083678029,22.78334628,0.237569061,0.243663851,0.162307692,0.612494203
"mp-300769848, Mn5Sb3O16, Li4Mn5Sb3O16, mp-771391, mp-769848",0.471493843,4133.705451,5.07012927,1.77,1,0.962399439,10.76323475,0,0.098176497,15.43888539,0.321366565,0.260632471,0.164305556,0.981530381
"mp-300769854, VSn(PO4)2, Li2VSn(PO4)2, mp-766913, mp-769854",0.559982239,3100.72536,3.875496358,1.406041667,0,0.843220142,5.111262075,0,0.082599753,6.760922233,0.282944824,0.241379244,0.12875,0.646188515
"mp-300769879, VOF3, LiVOF3, mp-764287, mp-769879",0.833423987,4960.724518,2.657934439,1.499,0,0.842523354,15.08494467,0,0.02012535,19.09438545,0.297908034,0.17037535,0.109333333,0.383318012
"mp-300769880, VOF3, LiVOF3, mp-767197, mp-769880",0.636044715,4960.724518,3.110583265,1.499,0,0.847943899,15.08494467,0,0.024909293,19.09438545,0.279989243,0.17037535,0.109333333,0.54105649
"mp-300769892, Mn3Co5O16, Li4Mn3Co5O16, mp-771723, mp-769892",0.370841105,4132.871834,4.942628607,1.711805556,0,0.976760179,15.41103501,0,0.045948771,13.30528009,0.324941903,0.253968166,0.188611111,1.047925303
"mp-300769908, Mn3CoO8, Li2Mn3CoO8, mp-773167, mp-769908",0.391365001,4132.922536,4.691317279,1.574722222,0,0.973443931,12.24744871,0,0.05087437,20.15522326,0.319631603,0.254364425,0.182777778,0.945735552
"mp-300770027, Na5Mn2P2(CO7)2, Na5LiMn2P2(CO7)2, mp-770045, mp-770027",0.532018704,2084.691646,2.819796044,2.51024,0,0.840445959,3.467988466,0,0.015182629,15.6266521,0.248238523,0.181751891,0.11328,0.386139232
"mp-300770035, Co2(SO4)3, LiCo2(SO4)3, mp-770008, mp-770035",0.552428105,4376.66387,3.012153179,0.788294118,0,1.147440747,9.678317364,0,0,6.061836931,0.256263285,0.266133741,0.068627451,0.179825142
"mp-300770036, Mn3V2Cr3O16, Li4Mn3V2Cr3O16, mp-773144, mp-770036",0.425128968,3099.747514,4.254958782,1.544270833,0,0.967642967,7.395099729,0,0.078298423,8.185193696,0.321868497,0.242484769,0.138541667,0.857841235
"mp-300770053, CoPHO5, LiCoPHO5, mp-772257, mp-770053",0.472096761,3488.070242,3.589237402,1.121875,0,0.989373146,9.560814802,0,0.084126311,10.50502112,0.293648925,0.700444485,0.153125,0.47960665
"mp-300770104, MnO2, LiMn4O8, mp-19395, mp-770104",0.47352214,6199.434506,4.00346506,2.225,0,0.922051016,20,0,0,32.16666667,0.306708741,0.226166667,0.268333333,0.603494609
"mp-300770109, Ni2(SO4)3, LiNi2(SO4)3, mp-770220, mp-770176",0.533715291,4376.661729,3.113879668,0.838490196,0,0.98501048,9.678317364,0,0.04695311,7.734343489,0.29393652,0.265374424,0.068627451,0.327676232
"mp-300770123, TiMn3(PO4)6, Li8TiMn3(PO4)6, mp-774461, mp-770122",0.55410054,3282.619788,2.850088311,1.245588235,0,1.196889304,4.006698543,0,0.051766694,6.846828093,0.221585709,0.256594451,0.119485294,0.130354651
"mp-300770141, Mn2(SO4)3, LiMn2(SO4)3, mp-778822, mp-770141",0.566172416,4376.711589,2.853040041,0.65927451,0,1.112024881,6.359087441,0,0.008951112,7.300650669,0.266151814,0.26422657,0.063137255,0.252868063
"mp-300770144, Na5Fe2P2(CO7)2, Na5LiFe2P2(CO7)2, mp-767966, mp-770144",0.5272478,2084.684681,2.86351576,2.52464,0,0.840821176,5.034415954,0,0.013084035,15.63441537,0.237236805,0.182136769,0.11584,0.344134682
"mp-300770152, Ti2Mn3Cr3O16, Li4Ti2Mn3Cr3O16, mp-771540, mp-770152",0.427967306,3099.826502,4.221646698,1.391145833,0,0.971331932,7.438987946,0,0.082870302,8.423908807,0.329252369,0.242032254,0.136041667,1.016972377
"mp-300770158, MnAlO3, LiMnAlO3, mp-774250, mp-770158",0.404790986,3720.359909,4.414304223,1.618666667,0,1.171863483,9.913402824,0,0.054367495,17.45419402,0.25330065,0.197751786,0.2,0.74494864
"mp-300770168, Mn2(PO4)3, LiMn2(PO4)3, mp-31941, mp-31996",0.530284643,4376.773211,3.058977449,1.648627451,0,1.256270369,6.248044677,0,0.04353959,10.49208339,0.255355319,0.262210347,0.160196078,0.203280104
"mp-300770181, Fe2(SO4)3, LiFe2(SO4)3, mp-559859, mp-770181",0.562062152,4376.694517,2.919860164,0.694568627,0,1.279414024,9.124690933,0,0,7.951602935,0.27768356,0.265209879,0.069411765,0.265842559
"mp-300770191, V2(SO4)3, Li2V2(SO4)3, mp-770389, mp-770191",0.534454378,4376.775597,2.933425893,0.996137255,0,0.805875145,8.571189548,0,0,7.951602935,0.283364829,0.263900317,0.064313725,0.349508032
"mp-300770206, Mn3V(PO4)6, Li8Mn3V(PO4)6, mp-775468, mp-770206",0.544078259,3282.59191,2.937439671,1.299632353,0,1.197838502,3.992504872,0,0.039846876,6.758788972,0.221529596,0.256790273,0.120367647,0.132498817
"mp-300770262, Mn2(SO4)3, Li2Mn2(SO4)3, mp-770100, mp-770262",0.533868266,4376.711589,3.021780385,0.65927451,0,1.040487198,6.359087441,0,0.035300647,7.300650669,0.293070766,0.26422657,0.063137255,0.368113556
"mp-300770321, Mn3CrO8, LiMn3CrO8, mp-770001, mp-773299",0.456689154,4132.953011,4.068002861,1.708055556,0,1.21262979,12.27262335,0,0.074573239,19.71631367,0.380112666,0.253691599,0.182222222,0.518669855
"mp-300770324, Na5Ni2P2(CO7)2, Na5LiNi2P2(CO7)2, mp-775450, mp-770324",0.520788006,2084.671304,2.949716609,2.58336,0,0.841658099,5.350086354,0,0.006386935,15.63077989,0.24907936,0.182201328,0.11552,0.383829775
"mp-300770331, Ni2(SO4)3, LiNi2(SO4)3, mp-779766, mp-778860",0.538067695,4376.661729,3.084814031,0.838490196,0,0.806232417,9.678317364,0,0.023303556,7.734343489,0.273850015,0.265374424,0.068627451,0.394240459
"mp-300770383, Cr2(SO4)3, Li2Cr2(SO4)3, mp-19361, mp-770383",0.542446501,4376.706892,2.933526147,0.976529412,0,1.275250084,8.571189548,0,0,7.951602935,0.278821509,0.265209879,0.067843137,0.268683155
"mp-300770410, Cr2(SO4)3, Li2Cr2(SO4)3, mp-770163, mp-770410",0.514986009,4376.706892,3.109584405,0.976529412,0,0.807293148,8.571189548,0,0.010459061,7.951602935,0.277420515,0.265209879,0.067843137,0.413366785
"mp-300770417, Mn2VNi3(PO4)6, Li4Mn2VNi3(PO4)6, mp-763171, mp-770417",0.546962149,2480.29506,3.345808061,1.201555556,0,1.156935925,5.222647737,0,0.083324428,6.122479325,0.247103387,0.227866854,0.111166667,0.113741877
"mp-300770495, Ti2Mn3Fe3O16, Li4Ti2Mn3Fe3O16, mp-770792, mp-770495",0.453305236,3099.816641,4.186183711,1.166458333,0,0.9674398,7.824990016,0,0.121143275,8.423908807,0.329542388,0.242032254,0.137291667,0.957755024
"mp-300770529, Mn15CrO32, Li8Mn15CrO32, mp-771190, mp-770529",0.452669002,4132.955506,4.145970016,1.539513889,0,0.995045953,16.94672116,0,0.043397435,28.98699787,0.36966116,0.257468076,0.179722222,0.873474156
"mp-300770546, Mn2P2O7F2, Li2Mn2P2O7F2, mp-770557, mp-770546",0.658514418,3219.797134,2.839394843,1.249038462,0,0.811175797,7.780551539,0,0.019598873,13.33190328,0.246946432,0.169236726,0.125384615,0.276336789
"mp-300770575, CrPO4F, LiCrPO4F, mp-770697, mp-770575",0.597007039,3321.810868,2.651422273,1.452678571,0,0.810209173,9.691872779,0,0.035042147,13.04720628,0.228882605,0.186168031,0.120714286,0.313458751
"mp-300770594, Co3BiO8, Li2Co3BiO8, mp-771742, mp-770594",0.450999944,4133.501344,5.859256592,1.707388889,0,1.164289752,20.63127944,0.549971941,0.085066604,20.93773839,0.332675903,0.2641632,0.178055556,0.760998033
"mp-300770604, CoH8(CO5)2, Li2CoH8(CO5)2, mp-772431, mp-770604",0.625165218,3986.845634,1.961541183,3.02,0,0.837594619,3.501457423,0,0.04475878,27.57339207,0.253719799,2.289512548,0.205833333,0.296926984
"mp-300770625, Al3Cr3(SbO8)2, Li4Al3Cr3(SbO8)2, mp-773244, mp-770625",0.430462623,3100.224996,4.525988182,1.439895833,1,0.972558295,7.586995453,0,0.12318705,8.971235863,0.329779565,0.240604463,0.12375,1.026414402
"mp-300770684, CrO2, LiCr2O4, mvc-5834, mp-770684",0.399670114,6199.414545,4.137481736,3.573333333,0,0.863492478,26.66666667,0,0.072119904,34.16666667,0.292094331,0.231166667,0.288333333,0.887369195
"mp-300770860, Mn2Fe3P6WO24, Li4Mn2Fe3P6WO24, mp-761447, mp-770860",0.562966653,2480.320183,3.691193623,1.311555556,0,1.15033358,5.039669791,0.155555556,0.005122189,6.228097425,0.253135706,0.229156882,0.112444444,0.086002513
"mp-300770878, Cr3Co5O16, Li4Cr3Co5O16, mp-771924, mp-770878",0.370050116,4132.866844,4.774201706,2.048888889,0,0.974650508,15.32064693,0,0.097098496,13.3968251,0.298505364,0.254924014,0.193611111,0.973990421
"mp-300770941, Mn3Nb2Fe3O16, Li4Mn3Nb2Fe3O16, mp-775243, mp-770941",0.470905381,3099.824262,4.514352407,1.496666667,0,0.965460293,7.774909565,0,0.093183559,8.185193696,0.318814745,0.245514996,0.139791667,0.92115017
"mp-300770943, TiNi5(PO4)6, Li4TiNi5(PO4)6, mp-773434, mp-770943",0.540329139,3100.377496,3.407584415,1.514375,0,1.159533585,10.17793092,0,0.084971615,11.87527412,0.240203692,0.238936515,0.140069444,0.130349878
"mp-300770950, La4MnO8, LiLa4MnO8, mp-769598, mp-770950",0.466794334,3817.946477,6.624099643,1.012051282,0,0.875213791,4.213874581,0,0.08657206,22.78334628,0.244623742,0.243663851,0.162307692,0.656345076
"mp-300770951, Mn3Ni3(TeO8)2, Li4Mn3Ni3(TeO8)2, mp-771860, mp-770951",0.395286226,3100.130521,5.182810194,1.3484375,1,0.966745204,8.662133229,0,0.051074645,8.808953187,0.290689547,0.246490931,0.105,0.930546533
"mp-300770952, Co3Ni(PO4)4, Li4Co3Ni(PO4)4, mp-775307, mp-770952",0.504877062,3100.332709,3.69646695,1.4975,0,0.847861103,8.839129388,0,0.065117275,8.659370677,0.258158502,0.239548426,0.141666667,0.721159874
"mp-300770967, MnP2O7, LiMnP2O7, mp-31982, mp-540484",0.532731404,4340.46737,3.041977535,1.717666667,0,0.883452519,5.216214038,0,0.006005107,8.784961898,0.263904406,0.259017018,0.163666667,0.304223912
"mp-300770976, Mn(CoO2)4, Li3Mn(CoO2)4, mp-773238, mp-770976",0.444302829,3815.224961,4.983558947,2.037692308,0,1.186133018,24.22771654,0,0.066585462,22.78334628,0.319568324,0.230221358,0.220769231,0.900937405
"mp-300770986, VBO4, LiVBO4, mp-778780, mp-770986",0.628416406,4132.773963,2.386013454,4.032222222,1,1.209719366,21.77324216,0,0,12.50357973,0.199368902,0.231881555,0.188333333,0.004717195
"mp-300771063, Fe3Ni(PO4)4, Li4Fe3Ni(PO4)4, mp-775017, mp-771063",0.527879909,3100.357131,3.522832936,1.4228125,0,0.84625034,8.326742185,0,0.043526932,10.42470523,0.275384008,0.239003972,0.142291667,0.596816684
