,deltaz,deltaz2,deltay,anisotropyMean,deltax2,deltay2,deltax, max Anisotropy
mp-300767497,0.0008363158309479297,0.0008363158309479297,0.0008363158309479297,0.0008363158309479297,0.0008363158309479297,0.0008363158309479297,0.0008363158309479297,0.0008363158309479297
mp-300767511,-0.00603961748069537,-0.00603961748069537,-0.00603961748069537,-0.00603961748069537,-0.00603961748069537,-0.00603961748069537,-0.00603961748069537,-0.00603961748069537
mp-300767564,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767565,-0.7765168087687011,-0.7765168087687011,-0.7765168087687011,-0.7765168087687011,-0.7765168087687011,-0.7765168087687011,-0.7765168087687011,-0.7765168087687011
mp-300767568,-0.10573621880589368,-0.10573621880589368,-0.10573621880589368,-0.10573621880589368,-0.10573621880589368,-0.10573621880589368,-0.10573621880589368,-0.10573621880589368
mp-300767570,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767590,-0.5269244819073196,-0.5269244819073196,-0.5269244819073196,-0.5269244819073196,-0.5269244819073196,-0.5269244819073196,-0.5269244819073196,-0.5269244819073196
mp-300767596,-0.5272697788881446,-0.5272697788881446,-0.5272697788881446,-0.5272697788881446,-0.5272697788881446,-0.5272697788881446,-0.5272697788881446,-0.5272697788881446
mp-300767596,0.4787962236610434,0.4787962236610434,0.4787962236610434,0.4787962236610434,0.4787962236610434,0.4787962236610434,0.4787962236610434,0.4787962236610434
mp-300767611,-1.1564230239023612,-1.1564230239023612,-1.1564230239023612,-1.1564230239023612,-1.1564230239023612,-1.1564230239023612,-1.1564230239023612,-1.1564230239023612
mp-300767622,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767622,-0.03712365860851463,-0.03712365860851463,-0.03712365860851463,-0.03712365860851463,-0.03712365860851463,-0.03712365860851463,-0.03712365860851463,-0.03712365860851463
mp-300767626,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767626,0.11027325756588624,0.11027325756588624,0.11027325756588624,0.11027325756588624,0.11027325756588624,0.11027325756588624,0.11027325756588624,0.11027325756588624
mp-300767626,-0.09832917992307212,-0.09832917992307212,-0.09832917992307212,-0.09832917992307212,-0.09832917992307212,-0.09832917992307212,-0.09832917992307212,-0.09832917992307212
mp-300767631,0.03120925014925424,0.03120925014925424,0.03120925014925424,0.03120925014925424,0.03120925014925424,0.03120925014925424,0.03120925014925424,0.03120925014925424
mp-300767631,0.0237090573367198,0.0237090573367198,0.0237090573367198,0.0237090573367198,0.0237090573367198,0.0237090573367198,0.0237090573367198,0.0237090573367198
mp-300767639,-0.001116500391731427,-0.001116500391731427,-0.001116500391731427,-0.001116500391731427,-0.001116500391731427,-0.001116500391731427,-0.001116500391731427,-0.001116500391731427
mp-300767647,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767648,0.0377069030289654,0.0377069030289654,0.0377069030289654,0.0377069030289654,0.0377069030289654,0.0377069030289654,0.0377069030289654,0.0377069030289654
mp-300767650,0.0062320104488213035,0.0062320104488213035,0.0062320104488213035,0.0062320104488213035,0.0062320104488213035,0.0062320104488213035,0.0062320104488213035,0.0062320104488213035
mp-300767653,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767658,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767680,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767720,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767724,0.005136994358452718,0.005136994358452718,0.005136994358452718,0.005136994358452718,0.005136994358452718,0.005136994358452718,0.005136994358452718,0.005136994358452718
mp-300767724,-0.0008633155690984662,-0.0008633155690984662,-0.0008633155690984662,-0.0008633155690984662,-0.0008633155690984662,-0.0008633155690984662,-0.0008633155690984662,-0.0008633155690984662
mp-300767739,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767744,0.0008715973884643919,0.0008715973884643919,0.0008715973884643919,0.0008715973884643919,0.0008715973884643919,0.0008715973884643919,0.0008715973884643919,0.0008715973884643919
mp-300767773,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767775,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767794,-0.016247693996841228,-0.016247693996841228,-0.016247693996841228,-0.016247693996841228,-0.016247693996841228,-0.016247693996841228,-0.016247693996841228,-0.016247693996841228
mp-300767799,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767802,-3.167339991081452,-3.167339991081452,-3.167339991081452,-3.167339991081452,-3.167339991081452,-3.167339991081452,-3.167339991081452,-3.167339991081452
mp-300767802,-0.0202467929252134,-0.0202467929252134,-0.0202467929252134,-0.0202467929252134,-0.0202467929252134,-0.0202467929252134,-0.0202467929252134,-0.0202467929252134
mp-300767808,-0.021790870817990655,-0.021790870817990655,-0.021790870817990655,-0.021790870817990655,-0.021790870817990655,-0.021790870817990655,-0.021790870817990655,-0.021790870817990655
mp-300767808,-0.002554353532507805,-0.002554353532507805,-0.002554353532507805,-0.002554353532507805,-0.002554353532507805,-0.002554353532507805,-0.002554353532507805,-0.002554353532507805
mp-300767906,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767939,0.14675871052384526,0.14675871052384526,0.14675871052384526,0.14675871052384526,0.14675871052384526,0.14675871052384526,0.14675871052384526,0.14675871052384526
mp-300767940,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767943,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767943,-0.032588265902091074,-0.032588265902091074,-0.032588265902091074,-0.032588265902091074,-0.032588265902091074,-0.032588265902091074,-0.032588265902091074,-0.032588265902091074
mp-300767943,0.1188224927977819,0.1188224927977819,0.1188224927977819,0.1188224927977819,0.1188224927977819,0.1188224927977819,0.1188224927977819,0.1188224927977819
mp-300767955,0.11453276150273164,0.11453276150273164,0.11453276150273164,0.11453276150273164,0.11453276150273164,0.11453276150273164,0.11453276150273164,0.11453276150273164
mp-300767964,-0.011739519171394708,-0.011739519171394708,-0.011739519171394708,-0.011739519171394708,-0.011739519171394708,-0.011739519171394708,-0.011739519171394708,-0.011739519171394708
mp-300767969,0.025272156266391118,0.025272156266391118,0.025272156266391118,0.025272156266391118,0.025272156266391118,0.025272156266391118,0.025272156266391118,0.025272156266391118
mp-300767974,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767977,0.02311691857476224,0.02311691857476224,0.02311691857476224,0.02311691857476224,0.02311691857476224,0.02311691857476224,0.02311691857476224,0.02311691857476224
mp-300767978,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300767985,0.0477106851282918,0.0477106851282918,0.0477106851282918,0.0477106851282918,0.0477106851282918,0.0477106851282918,0.0477106851282918,0.0477106851282918
mp-300767990,inf,inf,inf,inf,inf,inf,inf,inf
mp-300767990,-0.014364872129458915,-0.014364872129458915,-0.014364872129458915,-0.014364872129458915,-0.014364872129458915,-0.014364872129458915,-0.014364872129458915,-0.014364872129458915
mp-300767993,-0.01646283890000966,-0.01646283890000966,-0.01646283890000966,-0.01646283890000966,-0.01646283890000966,-0.01646283890000966,-0.01646283890000966,-0.01646283890000966
mp-300767993,0.19355905012542607,0.19355905012542607,0.19355905012542607,0.19355905012542607,0.19355905012542607,0.19355905012542607,0.19355905012542607,0.19355905012542607
mp-300767996,-0.04825918722468448,-0.04825918722468448,-0.04825918722468448,-0.04825918722468448,-0.04825918722468448,-0.04825918722468448,-0.04825918722468448,-0.04825918722468448
mp-300768001,0.17658984028158864,0.17658984028158864,0.17658984028158864,0.17658984028158864,0.17658984028158864,0.17658984028158864,0.17658984028158864,0.17658984028158864
mp-300768006,-0.03947762331298589,-0.03947762331298589,-0.03947762331298589,-0.03947762331298589,-0.03947762331298589,-0.03947762331298589,-0.03947762331298589,-0.03947762331298589
mp-300768013,0.007647963333333284,0.007647963333333284,0.007647963333333284,0.007647963333333284,0.007647963333333284,0.007647963333333284,0.007647963333333284,0.007647963333333284
mp-300768017,-0.120017858203477,-0.120017858203477,-0.120017858203477,-0.120017858203477,-0.120017858203477,-0.120017858203477,-0.120017858203477,-0.120017858203477
mp-300768020,0.008430401666666606,0.008430401666666606,0.008430401666666606,0.008430401666666606,0.008430401666666606,0.008430401666666606,0.008430401666666606,0.008430401666666606
mp-300768023,inf,inf,inf,inf,inf,inf,inf,inf
mp-300768029,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300768041,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300768046,inf,inf,inf,inf,inf,inf,inf,inf
mp-300768059,0.002531630176020539,0.002531630176020539,0.002531630176020539,0.002531630176020539,0.002531630176020539,0.002531630176020539,0.002531630176020539,0.002531630176020539
mp-300768062,inf,inf,inf,inf,inf,inf,inf,inf
mp-300768062,-7.378726197949782e-05,-7.378726197949782e-05,-7.378726197949782e-05,-7.378726197949782e-05,-7.378726197949782e-05,-7.378726197949782e-05,-7.378726197949782e-05,-7.378726197949782e-05
mp-300768084,0.04647640466172165,0.04647640466172165,0.04647640466172165,0.04647640466172165,0.04647640466172165,0.04647640466172165,0.04647640466172165,0.04647640466172165
mp-300768114,-0.0009367474179380332,-0.0009367474179380332,-0.0009367474179380332,-0.0009367474179380332,-0.0009367474179380332,-0.0009367474179380332,-0.0009367474179380332,-0.0009367474179380332
mp-300768142,-0.000206964906353857,-0.000206964906353857,-0.000206964906353857,-0.000206964906353857,-0.000206964906353857,-0.000206964906353857,-0.000206964906353857,-0.000206964906353857
mp-300768589,-0.029492067519784726,-0.029492067519784726,-0.029492067519784726,-0.029492067519784726,-0.029492067519784726,-0.029492067519784726,-0.029492067519784726,-0.029492067519784726
mp-300768754,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300768755,inf,inf,inf,inf,inf,inf,inf,inf
mp-300768785,inf,inf,inf,inf,inf,inf,inf,inf
mp-300768820,0.043397052739977404,0.043397052739977404,0.043397052739977404,0.043397052739977404,0.043397052739977404,0.043397052739977404,0.043397052739977404,0.043397052739977404
mp-300768832,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769069,0.18855144983404407,0.18855144983404407,0.18855144983404407,0.18855144983404407,0.18855144983404407,0.18855144983404407,0.18855144983404407,0.18855144983404407
mp-300769153,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300769201,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300769242,0.022724494999999845,0.022724494999999845,0.022724494999999845,0.022724494999999845,0.022724494999999845,0.022724494999999845,0.022724494999999845,0.022724494999999845
mp-300769374,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300769436,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300769439,0.0040182683782177256,0.0040182683782177256,0.0040182683782177256,0.0040182683782177256,0.0040182683782177256,0.0040182683782177256,0.0040182683782177256,0.0040182683782177256
mp-300769439,0.005611638481483815,0.005611638481483815,0.005611638481483815,0.005611638481483815,0.005611638481483815,0.005611638481483815,0.005611638481483815,0.005611638481483815
mp-300769446,0.0006245605951885836,0.0006245605951885836,0.0006245605951885836,0.0006245605951885836,0.0006245605951885836,0.0006245605951885836,0.0006245605951885836,0.0006245605951885836
mp-300769499,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769505,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769522,0.018356518672124032,0.018356518672124032,0.018356518672124032,0.018356518672124032,0.018356518672124032,0.018356518672124032,0.018356518672124032,0.018356518672124032
mp-300769530,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769537,-0.07664861697867309,-0.07664861697867309,-0.07664861697867309,-0.07664861697867309,-0.07664861697867309,-0.07664861697867309,-0.07664861697867309,-0.07664861697867309
mp-300769545,0.005582017862459193,0.005582017862459193,0.005582017862459193,0.005582017862459193,0.005582017862459193,0.005582017862459193,0.005582017862459193,0.005582017862459193
mp-300769545,0.010481549932918388,0.010481549932918388,0.010481549932918388,0.010481549932918388,0.010481549932918388,0.010481549932918388,0.010481549932918388,0.010481549932918388
mp-300769552,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769553,-0.009840262991298587,-0.009840262991298587,-0.009840262991298587,-0.009840262991298587,-0.009840262991298587,-0.009840262991298587,-0.009840262991298587,-0.009840262991298587
mp-300769558,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769563,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769566,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769566,-0.03528988513337028,-0.03528988513337028,-0.03528988513337028,-0.03528988513337028,-0.03528988513337028,-0.03528988513337028,-0.03528988513337028,-0.03528988513337028
mp-300769581,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769585,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300769602,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300769602,-0.007946016558045166,-0.007946016558045166,-0.007946016558045166,-0.007946016558045166,-0.007946016558045166,-0.007946016558045166,-0.007946016558045166,-0.007946016558045166
mp-300769602,-0.0028035595410420555,-0.0028035595410420555,-0.0028035595410420555,-0.0028035595410420555,-0.0028035595410420555,-0.0028035595410420555,-0.0028035595410420555,-0.0028035595410420555
mp-300769602,-0.010594289547816457,-0.010594289547816457,-0.010594289547816457,-0.010594289547816457,-0.010594289547816457,-0.010594289547816457,-0.010594289547816457,-0.010594289547816457
mp-300769605,-0.011830072376756595,-0.011830072376756595,-0.011830072376756595,-0.011830072376756595,-0.011830072376756595,-0.011830072376756595,-0.011830072376756595,-0.011830072376756595
mp-300769605,-0.00982802800283548,-0.00982802800283548,-0.00982802800283548,-0.00982802800283548,-0.00982802800283548,-0.00982802800283548,-0.00982802800283548,-0.00982802800283548
mp-300769614,-0.04134460502573356,-0.04134460502573356,-0.04134460502573356,-0.04134460502573356,-0.04134460502573356,-0.04134460502573356,-0.04134460502573356,-0.04134460502573356
mp-300769614,-0.020219641668146385,-0.020219641668146385,-0.020219641668146385,-0.020219641668146385,-0.020219641668146385,-0.020219641668146385,-0.020219641668146385,-0.020219641668146385
mp-300769617,-0.03833792339206088,-0.03833792339206088,-0.03833792339206088,-0.03833792339206088,-0.03833792339206088,-0.03833792339206088,-0.03833792339206088,-0.03833792339206088
mp-300769631,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769706,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769718,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769723,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769733,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769743,-0.4344218601578336,-0.4344218601578336,-0.4344218601578336,-0.4344218601578336,-0.4344218601578336,-0.4344218601578336,-0.4344218601578336,-0.4344218601578336
mp-300769763,0.0014760503987536725,0.0014760503987536725,0.0014760503987536725,0.0014760503987536725,0.0014760503987536725,0.0014760503987536725,0.0014760503987536725,0.0014760503987536725
mp-300769776,-0.020751687997212283,-0.020751687997212283,-0.020751687997212283,-0.020751687997212283,-0.020751687997212283,-0.020751687997212283,-0.020751687997212283,-0.020751687997212283
mp-300769786,-0.003371848852445014,-0.003371848852445014,-0.003371848852445014,-0.003371848852445014,-0.003371848852445014,-0.003371848852445014,-0.003371848852445014,-0.003371848852445014
mp-300769791,0.2431708316480841,0.2431708316480841,0.2431708316480841,0.2431708316480841,0.2431708316480841,0.2431708316480841,0.2431708316480841,0.2431708316480841
mp-300769798,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769811,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769813,-0.9916953867952292,-0.9916953867952292,-0.9916953867952292,-0.9916953867952292,-0.9916953867952292,-0.9916953867952292,-0.9916953867952292,-0.9916953867952292
mp-300769813,0.06889034485156365,0.06889034485156365,0.06889034485156365,0.06889034485156365,0.06889034485156365,0.06889034485156365,0.06889034485156365,0.06889034485156365
mp-300769821,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769825,0.021498563648950864,0.021498563648950864,0.021498563648950864,0.021498563648950864,0.021498563648950864,0.021498563648950864,0.021498563648950864,0.021498563648950864
mp-300769825,-0.0014572194080734846,-0.0014572194080734846,-0.0014572194080734846,-0.0014572194080734846,-0.0014572194080734846,-0.0014572194080734846,-0.0014572194080734846,-0.0014572194080734846
mp-300769826,0.0015099583660325895,0.0015099583660325895,0.0015099583660325895,0.0015099583660325895,0.0015099583660325895,0.0015099583660325895,0.0015099583660325895,0.0015099583660325895
mp-300769828,0.2709155394964569,0.2709155394964569,0.2709155394964569,0.2709155394964569,0.2709155394964569,0.2709155394964569,0.2709155394964569,0.2709155394964569
mp-300769842,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769845,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769848,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769854,inf,inf,inf,inf,inf,inf,inf,inf
mp-300769856,2.1768297474996148,2.1768297474996148,2.1768297474996148,2.1768297474996148,2.1768297474996148,2.1768297474996148,2.1768297474996148,2.1768297474996148
mp-300769856,0.02821268940824477,0.02821268940824477,0.02821268940824477,0.02821268940824477,0.02821268940824477,0.02821268940824477,0.02821268940824477,0.02821268940824477
mp-300769874,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300769875,0.04314306668758472,0.04314306668758472,0.04314306668758472,0.04314306668758472,0.04314306668758472,0.04314306668758472,0.04314306668758472,0.04314306668758472
mp-300769875,0.019817748337780976,0.019817748337780976,0.019817748337780976,0.019817748337780976,0.019817748337780976,0.019817748337780976,0.019817748337780976,0.019817748337780976
